"gene_id","gene_symbol","term_id","term_name","domain"
"YKL062W","MSN4","sce04213","Longevity regulating pathway - multiple species - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YKL062W","MSN4","sce04138","Autophagy - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YKL062W","MSN4","sce04113","Meiosis - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YKL101W","HSL1","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YKL101W","HSL1","sce04111","Cell cycle - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YKL161C","KDX1","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YKL178C","STE3","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLL021W","SPA2","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR006C","SSK1","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR006C","SSK1","sce04139","Mitophagy - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR079W","SIC1","sce04113","Meiosis - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR079W","SIC1","sce04111","Cell cycle - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR079W","SIC1","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR113W","HOG1","sce04148","Efferocytosis - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR113W","HOG1","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR113W","HOG1","sce04139","Mitophagy - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR113W","HOG1","sce04519","Cadherin signaling - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR113W","HOG1","sce04517","IgSF CAM signaling - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR113W","HOG1","sce04620","Toll-like receptor signaling pathway - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR120C","YPS1","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR182W","SWI6","sce04113","Meiosis - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR182W","SWI6","sce04111","Cell cycle - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR182W","SWI6","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR229C","CDC42","sce04144","Endocytosis - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR229C","CDC42","sce04011","MAPK signaling pathway - yeast - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
"YLR229C","CDC42","sce04519","Cadherin signaling - Saccharomyces cerevisiae (budding yeast)","kegg_pathway"
