"gene_id","gene_symbol","term_id","term_name","domain"
"Dmel_CG2168","RpS3A","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG2746","RpL19","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG2937","mRpS2","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG2957","mRpS9","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG2960","RpL40","dme04120","Ubiquitin mediated proteolysis - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG2960","RpL40","dme04137","Mitophagy - animal - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG2960","RpL40","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG2960","RpL40","dme04140","Autophagy - animal - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG2986","RpS21","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG2998","RpS28b","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG30425","RpL41","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG30481","mRpL53","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG3109","mRpL16","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG31450","mRpS18A","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG31478","mRpL9","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG31842","mRpS23","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG3195","RpL12","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG3203","RpL17","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG32531","mRpS14","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG32854","mRpS21","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG33002","mRpL27","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG3314","RpL7A","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
"Dmel_CG3351","mRpL11","dme03010","Ribosome - Drosophila melanogaster (fruit fly)","kegg_pathway"
